 Results for ntg,nwn,filling,cluster,ntot,ndim,inhgrid,chcrt0
       20000         800  0.849906061910793      16B         200           2
           0  0.244367952437218     
 ed,u,beta,iter,run,meas,tprime,tperp
  0.393699895375276        1.50000000000000        2.00000000000000     
           1       80000           1  0.000000000000000E+000
  0.000000000000000E+000
 nfocc=     <Sign>     skip
  0.424953030955396        1.00000000000000                4
 Vmax ,nuse, alpha, vblmax
         100           8  0.510000000000000                4
           mu**2            T*chi_ii(T)
  0.000000000000000E+000  0.000000000000000E+000
 iter            1  of            1
   configuration  v_tau,v_site, v_s  
   1.00000000000000               17
   7504.00000000000                7           1
   2593.00000000000               12          -1
   15794.0000000000               12          -1
   15325.0000000000               12          -1
   13447.0000000000                4          -1
   13213.0000000000                5          -1
   15427.0000000000                1           1
   6848.00000000000                2           1
   14630.0000000000               15          -1
   15460.0000000000                4          -1
   10596.0000000000                9           1
   11304.0000000000                7           1
   14695.0000000000                2           1
   17750.0000000000               14          -1
   6023.00000000000                9           1
   2276.00000000000               14          -1
   11715.0000000000                2           1
 n   ic  sigma(n,ic)  sigmapt(n,ic)  GcKfsc(n,ic)  iwn(n)   quadw(n)
  778    5  (-0.112571E+00,-0.224811E-03) (-0.112530E+00,-0.206338E-03) (-0.658210E-07,-0.408876E-03)   2445.729881      1.000000
  779    5  (-0.112571E+00,-0.224523E-03) (-0.112530E+00,-0.206033E-03) (-0.656522E-07,-0.408351E-03)   2448.871473      1.000000
  780    5  (-0.112571E+00,-0.224235E-03) (-0.112530E+00,-0.205725E-03) (-0.654841E-07,-0.407828E-03)   2452.013066      1.000000
  781    5  (-0.112571E+00,-0.223948E-03) (-0.112530E+00,-0.205412E-03) (-0.653166E-07,-0.407306E-03)   2455.154659      1.000000
  782    5  (-0.112571E+00,-0.223662E-03) (-0.112530E+00,-0.205095E-03) (-0.651498E-07,-0.406786E-03)   2458.296251      1.000000
  783    5  (-0.112571E+00,-0.223377E-03) (-0.112530E+00,-0.204772E-03) (-0.649836E-07,-0.406267E-03)   2461.437844      1.000000
  784    5  (-0.112571E+00,-0.223092E-03) (-0.112530E+00,-0.204442E-03) (-0.648180E-07,-0.405749E-03)   2464.579437      1.000000
  785    5  (-0.112571E+00,-0.222808E-03) (-0.112530E+00,-0.204103E-03) (-0.646531E-07,-0.405232E-03)   2467.721029      1.000000
  786    5  (-0.112571E+00,-0.222525E-03) (-0.112530E+00,-0.203754E-03) (-0.644888E-07,-0.404717E-03)   2470.862622      1.000000
  787    5  (-0.112571E+00,-0.222242E-03) (-0.112530E+00,-0.203391E-03) (-0.643251E-07,-0.404203E-03)   2474.004215      1.000000
  788    5  (-0.112571E+00,-0.221960E-03) (-0.112530E+00,-0.203011E-03) (-0.641621E-07,-0.403690E-03)   2477.145807      1.000000
  789    5  (-0.112571E+00,-0.221679E-03) (-0.112530E+00,-0.202608E-03) (-0.639996E-07,-0.403179E-03)   2480.287400      1.000000
  790    5  (-0.112571E+00,-0.221399E-03) (-0.112530E+00,-0.202177E-03) (-0.638378E-07,-0.402669E-03)   2483.428993      1.000000
  791    5  (-0.112571E+00,-0.221119E-03) (-0.112530E+00,-0.201705E-03) (-0.636766E-07,-0.402160E-03)   2486.570585      1.000000
  792    5  (-0.112571E+00,-0.220840E-03) (-0.112530E+00,-0.201177E-03) (-0.635160E-07,-0.401653E-03)   2489.712178      1.000000
  793    5  (-0.112571E+00,-0.220562E-03) (-0.112530E+00,-0.200568E-03) (-0.633560E-07,-0.401147E-03)   2492.853771      1.000000
  794    5  (-0.112571E+00,-0.220284E-03) (-0.112530E+00,-0.199832E-03) (-0.631966E-07,-0.400642E-03)   2495.995363      1.000000
  795    5  (-0.112571E+00,-0.220007E-03) (-0.112530E+00,-0.198887E-03) (-0.630379E-07,-0.400138E-03)   2499.136956      1.000000
  796    5  (-0.112571E+00,-0.219731E-03) (-0.112530E+00,-0.197558E-03) (-0.628797E-07,-0.399636E-03)   2502.278549      1.000000
  797    5  (-0.112571E+00,-0.219455E-03) (-0.112530E+00,-0.195405E-03) (-0.627221E-07,-0.399135E-03)   2505.420141      1.000000
  798    5  (-0.112571E+00,-0.219180E-03) (-0.112530E+00,-0.190960E-03) (-0.625651E-07,-0.398635E-03)   2508.561734      1.000000
  799    5  (-0.112571E+00,-0.218906E-03) (-0.112530E+00,-0.175373E-03) (-0.624087E-07,-0.398136E-03)   2511.703327      1.000000
  800    5  ( 0.000000E+00, 0.000000E+00) ( 0.000000E+00, 0.000000E+00) ( 0.000000E+00, 0.000000E+00)   2514.844919      1.000000
    0    6  (-0.184263E+00,-0.259857E+00) (-0.166419E+00,-0.239407E+00) (-0.312010E+00,-0.379388E+00)      1.570796      1.000000
    1    6  (-0.124198E+00,-0.110550E+00) (-0.121742E+00,-0.102442E+00) (-0.541640E-01,-0.197303E+00)      4.712389      1.000000
    2    6  (-0.117129E+00,-0.690299E-01) (-0.116015E+00,-0.633438E-01) (-0.204203E-01,-0.123952E+00)      7.853982      1.000000
    3    6  (-0.114658E+00,-0.497089E-01) (-0.114334E+00,-0.456462E-01) (-0.105560E-01,-0.897006E-01)     10.995574      1.000000
    4    6  (-0.113466E+00,-0.383784E-01) (-0.113628E+00,-0.356342E-01) (-0.642060E-02,-0.701465E-01)     14.137167      1.000000
    5    6  (-0.113530E+00,-0.319404E-01) (-0.113267E+00,-0.292104E-01) (-0.431000E-02,-0.575510E-01)     17.278760      1.000000
    6    6  (-0.113386E+00,-0.264822E-01) (-0.113059E+00,-0.247435E-01) (-0.309079E-02,-0.487744E-01)     20.420352      1.000000
    7    6  (-0.113058E+00,-0.233174E-01) (-0.112928E+00,-0.214591E-01) (-0.232385E-02,-0.423134E-01)     23.561945      1.000000
    8    6  (-0.112937E+00,-0.205579E-01) (-0.112840E+00,-0.189432E-01) (-0.181044E-02,-0.373603E-01)     26.703538      1.000000
    9    6  (-0.112864E+00,-0.183997E-01) (-0.112778E+00,-0.169547E-01) (-0.145004E-02,-0.334433E-01)     29.845130      1.000000
   10    6  (-0.112810E+00,-0.166511E-01) (-0.112733E+00,-0.153436E-01) (-0.118740E-02,-0.302685E-01)     32.986723      1.000000
   11    6  (-0.112771E+00,-0.152058E-01) (-0.112699E+00,-0.140118E-01) (-0.990129E-03,-0.276436E-01)     36.128316      1.000000
   12    6  (-0.112740E+00,-0.139911E-01) (-0.112673E+00,-0.128926E-01) (-0.838211E-03,-0.254371E-01)     39.269908      1.000000
   13    6  (-0.112716E+00,-0.129561E-01) (-0.112653E+00,-0.119389E-01) (-0.718743E-03,-0.235565E-01)     42.411501      1.000000
   14    6  (-0.112696E+00,-0.120636E-01) (-0.112637E+00,-0.111165E-01) (-0.623102E-03,-0.219347E-01)     45.553093      1.000000
   15    6  (-0.112681E+00,-0.112860E-01) (-0.112623E+00,-0.104000E-01) (-0.545351E-03,-0.205216E-01)     48.694686      1.000000
   16    6  (-0.112668E+00,-0.106026E-01) (-0.112612E+00,-0.977028E-02) (-0.481291E-03,-0.192795E-01)     51.836279      1.000000
   17    6  (-0.112657E+00,-0.999721E-02) (-0.112603E+00,-0.921242E-02) (-0.427888E-03,-0.181790E-01)     54.977871      1.000000
   18    6  (-0.112648E+00,-0.945718E-02) (-0.112595E+00,-0.871481E-02) (-0.382902E-03,-0.171974E-01)     58.119464      1.000000
   19    6  (-0.112640E+00,-0.897250E-02) (-0.112589E+00,-0.826818E-02) (-0.344654E-03,-0.163163E-01)     61.261057      1.000000
   20    6  (-0.112633E+00,-0.853506E-02) (-0.112583E+00,-0.786508E-02) (-0.311863E-03,-0.155210E-01)     64.402649      1.000000
   21    6  (-0.112628E+00,-0.813827E-02) (-0.112578E+00,-0.749945E-02) (-0.283538E-03,-0.147997E-01)     67.544242      1.000000
   22    6  (-0.112623E+00,-0.777674E-02) (-0.112574E+00,-0.716630E-02) (-0.258903E-03,-0.141424E-01)     70.685835      1.000000
   23    6  (-0.112618E+00,-0.744595E-02) (-0.112571E+00,-0.686149E-02) (-0.237344E-03,-0.135409E-01)     73.827427      1.000000
   24    6  (-0.112615E+00,-0.714215E-02) (-0.112567E+00,-0.658154E-02) (-0.218370E-03,-0.129886E-01)     76.969020      1.000000
   25    6  (-0.112611E+00,-0.686217E-02) (-0.112564E+00,-0.632353E-02) (-0.201583E-03,-0.124795E-01)     80.110613      1.000000
   26    6  (-0.112608E+00,-0.660330E-02) (-0.112562E+00,-0.608499E-02) (-0.186660E-03,-0.120088E-01)     83.252205      1.000000
   27    6  (-0.112605E+00,-0.636326E-02) (-0.112560E+00,-0.586379E-02) (-0.173334E-03,-0.115723E-01)     86.393798      1.000000
   28    6  (-0.112603E+00,-0.614005E-02) (-0.112558E+00,-0.565810E-02) (-0.161386E-03,-0.111664E-01)     89.535391      1.000000
   29    6  (-0.112601E+00,-0.593196E-02) (-0.112556E+00,-0.546636E-02) (-0.150633E-03,-0.107881E-01)     92.676983      1.000000
   30    6  (-0.112599E+00,-0.573752E-02) (-0.112554E+00,-0.528718E-02) (-0.140919E-03,-0.104345E-01)     95.818576      1.000000
   31    6  (-0.112597E+00,-0.555542E-02) (-0.112552E+00,-0.511937E-02) (-0.132115E-03,-0.101033E-01)     98.960169      1.000000
   32    6  (-0.112596E+00,-0.538452E-02) (-0.112551E+00,-0.496189E-02) (-0.124111E-03,-0.979257E-02)    102.101761      1.000000
   33    6  (-0.112594E+00,-0.522382E-02) (-0.112550E+00,-0.481380E-02) (-0.116813E-03,-0.950035E-02)    105.243354      1.000000
   34    6  (-0.112593E+00,-0.507244E-02) (-0.112549E+00,-0.467430E-02) (-0.110141E-03,-0.922506E-02)    108.384947      1.000000
   35    6  (-0.112591E+00,-0.492958E-02) (-0.112548E+00,-0.454266E-02) (-0.104024E-03,-0.896527E-02)    111.526539      1.000000
   36    6  (-0.112590E+00,-0.479454E-02) (-0.112547E+00,-0.441822E-02) (-0.984026E-04,-0.871971E-02)    114.668132      1.000000
   37    6  (-0.112589E+00,-0.466671E-02) (-0.112546E+00,-0.430042E-02) (-0.932251E-04,-0.848724E-02)    117.809725      1.000000
   38    6  (-0.112588E+00,-0.454551E-02) (-0.112545E+00,-0.418874E-02) (-0.884457E-04,-0.826684E-02)    120.951317      1.000000
   39    6  (-0.112587E+00,-0.443046E-02) (-0.112544E+00,-0.408271E-02) (-0.840246E-04,-0.805760E-02)    124.092910      1.000000
   40    6  (-0.112587E+00,-0.432108E-02) (-0.112544E+00,-0.398192E-02) (-0.799269E-04,-0.785869E-02)    127.234502      1.000000
   41    6  (-0.112586E+00,-0.421697E-02) (-0.112543E+00,-0.388598E-02) (-0.761217E-04,-0.766936E-02)    130.376095      1.000000
   42    6  (-0.112585E+00,-0.411776E-02) (-0.112542E+00,-0.379456E-02) (-0.725820E-04,-0.748894E-02)    133.517688      1.000000
   43    6  (-0.112584E+00,-0.402311E-02) (-0.112542E+00,-0.370734E-02) (-0.692836E-04,-0.731681E-02)    136.659280      1.000000
   44    6  (-0.112584E+00,-0.393271E-02) (-0.112541E+00,-0.362404E-02) (-0.662050E-04,-0.715242E-02)    139.800873      1.000000
   45    6  (-0.112583E+00,-0.384629E-02) (-0.112541E+00,-0.354440E-02) (-0.633271E-04,-0.699525E-02)    142.942466      1.000000
   46    6  (-0.112583E+00,-0.376358E-02) (-0.112540E+00,-0.346819E-02) (-0.606328E-04,-0.684484E-02)    146.084058      1.000000
   47    6  (-0.112582E+00,-0.368436E-02) (-0.112540E+00,-0.339518E-02) (-0.581069E-04,-0.670076E-02)    149.225651      1.000000
   48    6  (-0.112582E+00,-0.360840E-02) (-0.112539E+00,-0.332518E-02) (-0.557356E-04,-0.656262E-02)    152.367244      1.000000
   49    6  (-0.112581E+00,-0.353551E-02) (-0.112539E+00,-0.325801E-02) (-0.535066E-04,-0.643006E-02)    155.508836      1.000000
   50    6  (-0.112581E+00,-0.346550E-02) (-0.112539E+00,-0.319351E-02) (-0.514086E-04,-0.630275E-02)    158.650429      1.000000
   51    6  (-0.112580E+00,-0.339822E-02) (-0.112538E+00,-0.313150E-02) (-0.494317E-04,-0.618038E-02)    161.792022      1.000000
   52    6  (-0.112580E+00,-0.333349E-02) (-0.112538E+00,-0.307186E-02) (-0.475666E-04,-0.606267E-02)    164.933614      1.000000
   53    6  (-0.112580E+00,-0.327119E-02) (-0.112538E+00,-0.301445E-02) (-0.458052E-04,-0.594936E-02)    168.075207      1.000000
   54    6  (-0.112579E+00,-0.321117E-02) (-0.112537E+00,-0.295914E-02) (-0.441398E-04,-0.584021E-02)    171.216800      1.000000
   55    6  (-0.112579E+00,-0.315332E-02) (-0.112537E+00,-0.290583E-02) (-0.425636E-04,-0.573500E-02)    174.358392      1.000000
   56    6  (-0.112579E+00,-0.309751E-02) (-0.112537E+00,-0.285440E-02) (-0.410703E-04,-0.563350E-02)    177.499985      1.000000
   57    6  (-0.112578E+00,-0.304365E-02) (-0.112537E+00,-0.280476E-02) (-0.396543E-04,-0.553554E-02)    180.641578      1.000000
   58    6  (-0.112578E+00,-0.299162E-02) (-0.112536E+00,-0.275682E-02) (-0.383102E-04,-0.544092E-02)    183.783170      1.000000
   59    6  (-0.112578E+00,-0.294135E-02) (-0.112536E+00,-0.271049E-02) (-0.370334E-04,-0.534949E-02)    186.924763      1.000000
   60    6  (-0.112578E+00,-0.289273E-02) (-0.112536E+00,-0.266569E-02) (-0.358193E-04,-0.526108E-02)    190.066356      1.000000
   61    6  (-0.112577E+00,-0.284570E-02) (-0.112536E+00,-0.262235E-02) (-0.346640E-04,-0.517554E-02)    193.207948      1.000000
   62    6  (-0.112577E+00,-0.280017E-02) (-0.112536E+00,-0.258039E-02) (-0.335636E-04,-0.509274E-02)    196.349541      1.000000
   63    6  (-0.112577E+00,-0.275607E-02) (-0.112535E+00,-0.253976E-02) (-0.325149E-04,-0.501254E-02)    199.491134      1.000000
   64    6  (-0.112577E+00,-0.271335E-02) (-0.112535E+00,-0.250039E-02) (-0.315145E-04,-0.493484E-02)    202.632726      1.000000
   65    6  (-0.112577E+00,-0.267192E-02) (-0.112535E+00,-0.246222E-02) (-0.305596E-04,-0.485950E-02)    205.774319      1.000000
   66    6  (-0.112576E+00,-0.263175E-02) (-0.112535E+00,-0.242519E-02) (-0.296475E-04,-0.478643E-02)    208.915911      1.000000
   67    6  (-0.112576E+00,-0.259276E-02) (-0.112535E+00,-0.238927E-02) (-0.287756E-04,-0.471553E-02)    212.057504      1.000000
   68    6  (-0.112576E+00,-0.255491E-02) (-0.112535E+00,-0.235439E-02) (-0.279416E-04,-0.464669E-02)    215.199097      1.000000
   69    6  (-0.112576E+00,-0.251815E-02) (-0.112535E+00,-0.232051E-02) (-0.271433E-04,-0.457984E-02)    218.340689      1.000000
   70    6  (-0.112576E+00,-0.248244E-02) (-0.112534E+00,-0.228760E-02) (-0.263788E-04,-0.451488E-02)    221.482282      1.000000
   71    6  (-0.112576E+00,-0.244772E-02) (-0.112534E+00,-0.225561E-02) (-0.256461E-04,-0.445174E-02)    224.623875      1.000000
   72    6  (-0.112575E+00,-0.241396E-02) (-0.112534E+00,-0.222450E-02) (-0.249435E-04,-0.439034E-02)    227.765467      1.000000
   73    6  (-0.112575E+00,-0.238112E-02) (-0.112534E+00,-0.219423E-02) (-0.242694E-04,-0.433061E-02)    230.907060      1.000000
   74    6  (-0.112575E+00,-0.234916E-02) (-0.112534E+00,-0.216478E-02) (-0.236223E-04,-0.427249E-02)    234.048653      1.000000
   75    6  (-0.112575E+00,-0.231804E-02) (-0.112534E+00,-0.213611E-02) (-0.230007E-04,-0.421590E-02)    237.190245      1.000000
   76    6  (-0.112575E+00,-0.228774E-02) (-0.112534E+00,-0.210819E-02) (-0.224033E-04,-0.416079E-02)    240.331838      1.000000
   77    6  (-0.112575E+00,-0.225822E-02) (-0.112534E+00,-0.208099E-02) (-0.218289E-04,-0.410711E-02)    243.473431      1.000000
   78    6  (-0.112575E+00,-0.222946E-02) (-0.112534E+00,-0.205448E-02) (-0.212763E-04,-0.405479E-02)    246.615023      1.000000
   79    6  (-0.112575E+00,-0.220142E-02) (-0.112533E+00,-0.202864E-02) (-0.207445E-04,-0.400379E-02)    249.756616      1.000000
   80    6  (-0.112575E+00,-0.217407E-02) (-0.112533E+00,-0.200344E-02) (-0.202323E-04,-0.395406E-02)    252.898209      1.000000
   81    6  (-0.112574E+00,-0.214739E-02) (-0.112533E+00,-0.197886E-02) (-0.197388E-04,-0.390554E-02)    256.039801      1.000000
   82    6  (-0.112574E+00,-0.212137E-02) (-0.112533E+00,-0.195487E-02) (-0.192632E-04,-0.385821E-02)    259.181394      1.000000
   83    6  (-0.112574E+00,-0.209596E-02) (-0.112533E+00,-0.193146E-02) (-0.188046E-04,-0.381200E-02)    262.322987      1.000000
   84    6  (-0.112574E+00,-0.207116E-02) (-0.112533E+00,-0.190861E-02) (-0.183622E-04,-0.376689E-02)    265.464579      1.000000
   85    6  (-0.112574E+00,-0.204694E-02) (-0.112533E+00,-0.188628E-02) (-0.179352E-04,-0.372284E-02)    268.606172      1.000000
   86    6  (-0.112574E+00,-0.202327E-02) (-0.112533E+00,-0.186448E-02) (-0.175229E-04,-0.367980E-02)    271.747765      1.000000
   87    6  (-0.112574E+00,-0.200015E-02) (-0.112533E+00,-0.184317E-02) (-0.171247E-04,-0.363775E-02)    274.889357      1.000000
   88    6  (-0.112574E+00,-0.197755E-02) (-0.112533E+00,-0.182234E-02) (-0.167399E-04,-0.359664E-02)    278.030950      1.000000
   89    6  (-0.112574E+00,-0.195545E-02) (-0.112533E+00,-0.180198E-02) (-0.163679E-04,-0.355646E-02)    281.172542      1.000000
   90    6  (-0.112574E+00,-0.193385E-02) (-0.112533E+00,-0.178207E-02) (-0.160082E-04,-0.351716E-02)    284.314135      1.000000
   91    6  (-0.112574E+00,-0.191271E-02) (-0.112533E+00,-0.176260E-02) (-0.156602E-04,-0.347873E-02)    287.455728      1.000000
   92    6  (-0.112574E+00,-0.189204E-02) (-0.112532E+00,-0.174354E-02) (-0.153234E-04,-0.344112E-02)    290.597320      1.000000
   93    6  (-0.112573E+00,-0.187180E-02) (-0.112532E+00,-0.172490E-02) (-0.149974E-04,-0.340432E-02)    293.738913      1.000000
   94    6  (-0.112573E+00,-0.185199E-02) (-0.112532E+00,-0.170664E-02) (-0.146817E-04,-0.336829E-02)    296.880506      1.000000
   95    6  (-0.112573E+00,-0.183260E-02) (-0.112532E+00,-0.168877E-02) (-0.143758E-04,-0.333303E-02)    300.022098      1.000000
   96    6  (-0.112573E+00,-0.181361E-02) (-0.112532E+00,-0.167127E-02) (-0.140794E-04,-0.329849E-02)    303.163691      1.000000
   97    6  (-0.112573E+00,-0.179501E-02) (-0.112532E+00,-0.165413E-02) (-0.137921E-04,-0.326466E-02)    306.305284      1.000000
   98    6  (-0.112573E+00,-0.177679E-02) (-0.112532E+00,-0.163734E-02) (-0.135135E-04,-0.323152E-02)    309.446876      1.000000
   99    6  (-0.112573E+00,-0.175893E-02) (-0.112532E+00,-0.162089E-02) (-0.132432E-04,-0.319904E-02)    312.588469      1.000000
  100    6  (-0.112573E+00,-0.174143E-02) (-0.112532E+00,-0.160476E-02) (-0.129810E-04,-0.316721E-02)    315.730062      1.000000
  101    6  (-0.112573E+00,-0.172427E-02) (-0.112532E+00,-0.158895E-02) (-0.127265E-04,-0.313601E-02)    318.871654      1.000000
  102    6  (-0.112573E+00,-0.170745E-02) (-0.112532E+00,-0.157345E-02) (-0.124794E-04,-0.310541E-02)    322.013247      1.000000
  103    6  (-0.112573E+00,-0.169095E-02) (-0.112532E+00,-0.155824E-02) (-0.122394E-04,-0.307541E-02)    325.154840      1.000000
  104    6  (-0.112573E+00,-0.167477E-02) (-0.112532E+00,-0.154333E-02) (-0.120063E-04,-0.304598E-02)    328.296432      1.000000
  105    6  (-0.112573E+00,-0.165890E-02) (-0.112532E+00,-0.152871E-02) (-0.117798E-04,-0.301711E-02)    331.438025      1.000000
  106    6  (-0.112573E+00,-0.164332E-02) (-0.112532E+00,-0.151435E-02) (-0.115596E-04,-0.298878E-02)    334.579618      1.000000
  107    6  (-0.112573E+00,-0.162804E-02) (-0.112532E+00,-0.150026E-02) (-0.113455E-04,-0.296098E-02)    337.721210      1.000000
  108    6  (-0.112573E+00,-0.161303E-02) (-0.112532E+00,-0.148644E-02) (-0.111374E-04,-0.293369E-02)    340.862803      1.000000
  109    6  (-0.112573E+00,-0.159830E-02) (-0.112532E+00,-0.147286E-02) (-0.109349E-04,-0.290690E-02)    344.004396      1.000000
  110    6  (-0.112573E+00,-0.158384E-02) (-0.112532E+00,-0.145954E-02) (-0.107379E-04,-0.288059E-02)    347.145988      1.000000
  111    6  (-0.112573E+00,-0.156963E-02) (-0.112532E+00,-0.144645E-02) (-0.105461E-04,-0.285476E-02)    350.287581      1.000000
  112    6  (-0.112573E+00,-0.155568E-02) (-0.112532E+00,-0.143359E-02) (-0.103595E-04,-0.282938E-02)    353.429174      1.000000
  113    6  (-0.112573E+00,-0.154197E-02) (-0.112532E+00,-0.142096E-02) (-0.101777E-04,-0.280446E-02)    356.570766      1.000000
  114    6  (-0.112572E+00,-0.152851E-02) (-0.112532E+00,-0.140855E-02) (-0.100007E-04,-0.277996E-02)    359.712359      1.000000
  115    6  (-0.112572E+00,-0.151527E-02) (-0.112532E+00,-0.139635E-02) (-0.982830E-05,-0.275589E-02)    362.853951      1.000000
  116    6  (-0.112572E+00,-0.150227E-02) (-0.112532E+00,-0.138437E-02) (-0.966030E-05,-0.273224E-02)    365.995544      1.000000
  117    6  (-0.112572E+00,-0.148948E-02) (-0.112531E+00,-0.137259E-02) (-0.949657E-05,-0.270899E-02)    369.137137      1.000000
  118    6  (-0.112572E+00,-0.147691E-02) (-0.112531E+00,-0.136100E-02) (-0.933697E-05,-0.268613E-02)    372.278729      1.000000
  119    6  (-0.112572E+00,-0.146455E-02) (-0.112531E+00,-0.134962E-02) (-0.918136E-05,-0.266365E-02)    375.420322      1.000000
  120    6  (-0.112572E+00,-0.145240E-02) (-0.112531E+00,-0.133842E-02) (-0.902961E-05,-0.264154E-02)    378.561915      1.000000
  121    6  (-0.112572E+00,-0.144045E-02) (-0.112531E+00,-0.132740E-02) (-0.888158E-05,-0.261980E-02)    381.703507      1.000000
  122    6  (-0.112572E+00,-0.142869E-02) (-0.112531E+00,-0.131656E-02) (-0.873717E-05,-0.259842E-02)    384.845100      1.000000
  123    6  (-0.112572E+00,-0.141712E-02) (-0.112531E+00,-0.130590E-02) (-0.859625E-05,-0.257738E-02)    387.986693      1.000000
  124    6  (-0.112572E+00,-0.140574E-02) (-0.112531E+00,-0.129542E-02) (-0.845872E-05,-0.255668E-02)    391.128285      1.000000
  125    6  (-0.112572E+00,-0.139454E-02) (-0.112531E+00,-0.128509E-02) (-0.832446E-05,-0.253631E-02)    394.269878      1.000000
  126    6  (-0.112572E+00,-0.138351E-02) (-0.112531E+00,-0.127494E-02) (-0.819337E-05,-0.251626E-02)    397.411471      1.000000
  127    6  (-0.112572E+00,-0.137266E-02) (-0.112531E+00,-0.126494E-02) (-0.806535E-05,-0.249652E-02)    400.553063      1.000000
  128    6  (-0.112572E+00,-0.136198E-02) (-0.112531E+00,-0.125509E-02) (-0.794031E-05,-0.247709E-02)    403.694656      1.000000
  129    6  (-0.112572E+00,-0.135146E-02) (-0.112531E+00,-0.124540E-02) (-0.781815E-05,-0.245797E-02)    406.836249      1.000000
  130    6  (-0.112572E+00,-0.134111E-02) (-0.112531E+00,-0.123586E-02) (-0.769879E-05,-0.243913E-02)    409.977841      1.000000
  131    6  (-0.112572E+00,-0.133091E-02) (-0.112531E+00,-0.122646E-02) (-0.758215E-05,-0.242058E-02)    413.119434      1.000000
  132    6  (-0.112572E+00,-0.132086E-02) (-0.112531E+00,-0.121720E-02) (-0.746813E-05,-0.240232E-02)    416.261027      1.000000
  133    6  (-0.112572E+00,-0.131097E-02) (-0.112531E+00,-0.120809E-02) (-0.735667E-05,-0.238432E-02)    419.402619      1.000000
  134    6  (-0.112572E+00,-0.130122E-02) (-0.112531E+00,-0.119910E-02) (-0.724769E-05,-0.236659E-02)    422.544212      1.000000
  135    6  (-0.112572E+00,-0.129162E-02) (-0.112531E+00,-0.119026E-02) (-0.714110E-05,-0.234913E-02)    425.685805      1.000000
  136    6  (-0.112572E+00,-0.128216E-02) (-0.112531E+00,-0.118154E-02) (-0.703686E-05,-0.233192E-02)    428.827397      1.000000
  137    6  (-0.112572E+00,-0.127283E-02) (-0.112531E+00,-0.117294E-02) (-0.693488E-05,-0.231496E-02)    431.968990      1.000000
  138    6  (-0.112572E+00,-0.126364E-02) (-0.112531E+00,-0.116447E-02) (-0.683510E-05,-0.229825E-02)    435.110583      1.000000
  139    6  (-0.112572E+00,-0.125459E-02) (-0.112531E+00,-0.115613E-02) (-0.673745E-05,-0.228177E-02)    438.252175      1.000000
  140    6  (-0.112572E+00,-0.124566E-02) (-0.112531E+00,-0.114790E-02) (-0.664189E-05,-0.226553E-02)    441.393768      1.000000
  141    6  (-0.112572E+00,-0.123685E-02) (-0.112531E+00,-0.113979E-02) (-0.654834E-05,-0.224952E-02)    444.535360      1.000000
  142    6  (-0.112572E+00,-0.122817E-02) (-0.112531E+00,-0.113179E-02) (-0.645676E-05,-0.223373E-02)    447.676953      1.000000
